Col	Row	Oligo
28	18	Oligo_552
28	19	Oligo_734
28	20	Oligo_736
28	21	Oligo_738
28	22	Oligo_740
28	23	Oligo_0
28	24	Oligo_0
28	25	Oligo_554
28	26	Oligo_556
28	27	Oligo_558
28	28	Oligo_560
28	29	Oligo_562
28	30	Oligo_564
28	31	Oligo_0
28	32	Oligo_0
28	33	Oligo_0
28	34	Oligo_0
28	35	Oligo_0
28	36	Oligo_0
28	37	Oligo_566
28	38	Oligo_568
28	39	Oligo_570
28	40	Oligo_572
28	41	Oligo_574
28	42	Oligo_576
28	43	Oligo_0
28	44	Oligo_0
28	45	Oligo_0
28	46	Oligo_0
28	47	Oligo_0
28	48	Oligo_0
28	49	Oligo_0
28	50	Oligo_0
28	51	Oligo_0
28	52	Oligo_0
28	53	Oligo_0
28	54	Oligo_0
28	55	Oligo_0
28	56	Oligo_0
